Clayton 
070;8362;1;1;2024/01/12;08:19;2121  -POCHETTE          ;135.25;1;22
070;8362;1;2;2024/01/12;10:35;102T  -TSHIRT DONNA     ;401.64;2;22
070;8362;1;3;2024/01/12;19:51;201LL -MAGLIA            ;696.72;1;10
070;8362;1;4;2024/01/12;19:51;101WS -MAGLIA IN CASHMERE;729.51;1;22
4
